# mesh name: PhantomMesh
# primitive scorer name: nOfSecondary
3	80	102	1.602176634e-13
9	93	103	1.602176634e-13
18	93	150	1.602176634e-13
19	126	117	1.602176634e-13
20	113	19	1.602176634e-13
22	90	132	3.204353268e-13
22	103	15	1.602176634e-13
30	107	149	3.204353268e-13
31	91	134	3.204353268e-13
37	111	167	1.602176634e-13
46	88	165	1.602176634e-13
47	85	165	1.602176634e-13
48	86	165	1.602176634e-13
49	87	165	1.602176634e-13
49	97	165	1.602176634e-13
50	56	173	1.602176634e-13
50	63	174	1.602176634e-13
50	73	173	1.602176634e-13
51	72	173	1.602176634e-13
51	94	176	1.602176634e-13
52	106	169	4.806529902e-13
52	106	171	1.602176634e-13
52	108	169	1.602176634e-13
52	108	171	1.602176634e-13
52	113	170	1.602176634e-13
52	114	170	1.602176634e-13
53	67	173	1.602176634e-13
53	69	173	1.602176634e-13
53	70	173	1.602176634e-13
53	88	165	1.602176634e-13
53	104	120	3.204353268e-13
53	106	171	1.602176634e-13
53	107	169	1.602176634e-13
53	116	171	1.602176634e-13
54	62	176	1.602176634e-13
54	69	172	1.602176634e-13
54	74	159	3.204353268e-13
54	107	169	4.806529902e-13
54	108	169	1.602176634e-13
54	109	169	1.602176634e-13
54	110	169	1.602176634e-13
54	117	171	3.204353268e-13
55	62	176	1.602176634e-13
55	66	173	3.204353268e-13
55	91	165	1.602176634e-13
55	108	169	3.204353268e-13
55	109	169	1.602176634e-13
55	117	171	3.204353268e-13
56	47	175	1.602176634e-13
56	51	175	1.602176634e-13
56	60	176	1.602176634e-13
56	63	173	1.602176634e-13
56	65	173	1.602176634e-13
57	52	175	1.602176634e-13
57	58	176	3.204353268e-13
57	61	174	1.602176634e-13
57	109	169	1.602176634e-13
57	114	170	1.602176634e-13
58	46	175	3.204353268e-13
58	47	175	1.602176634e-13
58	55	172	3.204353268e-13
58	56	175	1.602176634e-13
58	57	175	1.602176634e-13
58	58	175	1.602176634e-13
58	60	175	1.602176634e-13
58	110	170	3.204353268e-13
58	111	170	1.602176634e-13
59	46	175	1.602176634e-13
59	92	167	1.602176634e-13
59	111	170	1.602176634e-13
60	90	167	3.204353268e-13
60	92	166	1.602176634e-13
60	92	167	1.602176634e-13
60	105	173	1.602176634e-13
61	53	174	1.602176634e-13
61	58	175	1.602176634e-13
61	83	168	1.602176634e-13
61	89	167	1.602176634e-13
61	120	173	1.602176634e-13
62	51	174	1.602176634e-13
62	52	173	1.602176634e-13
62	52	174	1.602176634e-13
62	53	174	1.602176634e-13
62	97	172	1.602176634e-13
62	99	172	1.602176634e-13
62	121	173	1.602176634e-13
63	52	174	1.602176634e-13
63	53	173	1.602176634e-13
63	54	173	1.602176634e-13
63	62	176	1.602176634e-13
63	83	169	1.602176634e-13
63	103	173	1.602176634e-13
63	104	173	1.602176634e-13
63	112	110	3.204353268e-13
64	52	175	4.806529902e-13
64	83	170	3.204353268e-13
64	101	173	1.602176634e-13
64	103	173	3.204353268e-13
65	48	175	1.602176634e-13
65	52	175	1.602176634e-13
65	57	160	3.204353268e-13
65	89	169	1.602176634e-13
66	45	152	3.204353268e-13
66	64	176	1.602176634e-13
66	65	176	1.602176634e-13
66	66	176	3.204353268e-13
66	89	169	1.602176634e-13
67	43	162	1.602176634e-13
67	45	176	1.602176634e-13
67	52	174	3.204353268e-13
67	65	176	1.602176634e-13
68	92	172	3.204353268e-13
68	93	170	1.602176634e-13
68	93	172	1.602176634e-13
69	52	174	3.204353268e-13
69	60	176	1.602176634e-13
69	97	173	1.602176634e-13
70	91	89	1.602176634e-13
71	53	174	1.602176634e-13
71	58	176	1.602176634e-13
71	87	177	1.602176634e-13
71	94	172	1.602176634e-13
71	98	172	1.602176634e-13
71	99	172	1.602176634e-13
71	104	48	1.602176634e-13
72	95	171	1.602176634e-13
72	96	171	1.602176634e-13
72	98	87	1.602176634e-13
73	58	178	3.204353268e-13
73	105	48	1.602176634e-13
73	114	172	3.204353268e-13
75	99	28	3.204353268e-13
75	107	47	1.602176634e-13
76	49	161	1.602176634e-13
76	58	178	1.602176634e-13
76	76	83	1.602176634e-13
76	105	180	3.204353268e-13
77	105	180	1.602176634e-13
77	115	169	6.408706536e-13
78	101	31	6.408706536e-13
78	113	43	1.602176634e-13
79	107	136	1.602176634e-13
